10000 7200
8 5 41
17 15 9
4 52 25
1 56 2
23 13 25
15 25 30
7 57 28
12 14 42
18 0 33
16 56 4
13 49 59
3 39 0
4 38 26
4 41 25
23 27 27
22 37 59
5 33 55
13 25 46
23 13 29
5 6 25
15 32 16
18 17 34
7 55 37
9 39 38
6 50 39
17 6 41
5 2 23
1 54 0
13 22 21
9 36 42
9 43 49
7 54 4
20 28 50
14 36 17
8 44 8
16 21 39
8 45 37
6 41 35
9 17 12
19 33 1
9 59 32
23 20 40
10 2 55
6 9 30
22 7 33
16 13 20
10 54 19
8 58 12
21 11 41
1 57 56
8 4 33
11 22 15
2 12 39
15 0 19
17 55 13
14 29 25
6 47 42
5 53 25
1 33 8
21 2 49
8 42 34
20 19 48
8 1 27
18 34 33
16 40 24
5 7 31
5 2 3
15 37 51
15 48 35
22 7 26
2 46 13
7 3 53
11 39 0
0 38 0
10 50 54
20 20 9
22 40 13
6 52 52
1 9 14
10 26 5
11 7 53
23 35 39
6 58 46
1 53 32
6 44 42
22 21 14
4 22 2
1 11 13
6 0 44
1 55 8
9 51 13
19 4 19
21 29 2
17 8 13
12 27 31
6 38 15
19 3 1
9 5 28
11 31 43
15 40 21
7 14 56
2 59 2
15 3 12
3 12 38
2 45 24
1 0 33
18 43 41
21 4 39
7 54 24
9 27 49
14 55 7
18 34 25
7 40 8
23 38 0
10 49 54
10 10 35
0 58 35
23 55 1
17 44 30
5 41 37
16 25 53
6 42 36
7 45 29
15 47 3
21 29 28
14 42 2
18 54 38
6 32 51
13 53 28
2 18 59
8 30 42
10 14 19
20 3 59
21 40 48
5 11 10
23 5 34
15 44 38
23 42 48
3 49 10
1 57 52
11 32 27
5 19 26
18 32 58
20 26 47
6 52 21
19 11 16
12 55 58
2 58 52
11 9 53
10 39 5
3 48 28
18 9 25
15 0 40
18 29 12
5 25 42
7 43 30
23 57 47
9 17 33
11 28 3
16 7 31
7 47 22
12 28 8
2 36 14
8 40 31
7 43 36
14 11 43
4 47 5
15 54 35
19 25 59
1 0 13
23 53 11
6 3 48
20 55 48
20 52 47
23 3 44
2 16 57
18 17 20
10 40 37
19 31 0
9 45 19
17 36 12
18 56 39
16 53 0
23 47 45
22 24 41
23 40 8
5 41 16
19 30 13
1 6 40
4 20 27
1 54 6
15 20 30
3 30 43
15 51 24
11 8 25
22 8 44
22 16 31
14 0 28
2 13 53
16 33 17
11 1 55
18 47 32
4 20 43
10 56 27
15 32 7
21 42 29
4 43 36
12 48 24
14 33 41
5 46 48
6 14 23
10 47 59
14 32 8
10 17 47
22 1 50
10 48 45
13 48 23
11 45 20
14 49 50
4 18 26
6 17 0
9 23 24
18 37 43
5 1 37
17 6 57
21 9 15
7 44 2
23 41 52
9 0 50
19 51 20
8 21 16
16 8 2
8 34 36
2 20 58
7 28 24
8 39 18
0 22 5
3 58 6
23 34 59
3 56 5
17 32 33
3 47 19
13 41 32
22 30 56
6 36 44
12 29 55
22 14 56
15 45 35
9 32 41
15 48 58
6 49 2
13 55 7
8 38 22
8 49 10
2 34 18
4 30 46
16 41 43
3 40 54
3 35 3
19 3 43
10 33 57
18 37 44
2 33 22
8 42 7
8 21 4
20 52 4
9 16 47
11 30 24
8 46 10
8 4 18
14 32 46
2 28 22
4 14 50
21 55 11
14 52 56
15 8 41
4 23 27
3 58 0
11 35 13
2 35 52
11 43 36
17 19 56
0 5 42
16 31 49
21 8 57
14 51 30
10 20 35
18 50 24
9 53 24
21 42 42
3 0 48
14 28 33
11 53 5
7 53 46
16 12 25
1 38 24
13 23 30
7 34 43
9 18 22
10 20 41
1 24 49
22 59 34
8 34 26
16 1 13
13 20 51
17 58 38
21 26 32
19 55 52
3 43 0
17 55 47
23 50 14
3 38 33
11 47 52
15 54 49
16 40 39
3 29 50
1 3 33
0 7 23
3 28 49
11 22 28
18 37 18
10 5 24
8 3 35
5 12 46
7 49 50
6 50 8
2 2 39
4 45 24
21 26 51
23 34 47
20 34 57
10 36 17
11 40 7
19 9 23
20 35 35
3 2 15
17 49 55
22 59 34
5 17 30
7 35 47
3 58 31
10 29 47
20 54 33
23 13 43
8 44 4
16 58 57
8 27 16
14 57 27
9 6 18
0 39 16
11 31 37
17 3 42
2 39 39
5 26 30
10 7 46
11 5 13
16 15 2
21 58 7
8 58 18
5 23 30
3 39 22
10 47 6
18 37 29
22 59 45
12 20 35
12 12 57
3 55 11
12 44 12
23 1 3
17 13 33
1 9 22
10 46 24
1 23 2
16 25 27
7 15 13
13 29 30
8 50 37
13 22 18
20 28 37
14 31 8
3 41 11
13 31 54
4 22 31
19 25 36
22 23 21
10 11 41
7 31 12
16 18 44
23 3 59
4 44 49
19 21 14
19 17 41
0 48 36
13 31 43
4 49 9
20 27 29
17 29 29
14 24 20
8 44 44
14 29 6
14 41 48
17 8 35
17 36 42
4 4 36
2 18 45
7 44 47
3 19 56
20 14 51
20 33 25
3 45 38
11 19 16
18 32 1
10 0 52
18 21 13
19 1 9
3 14 15
5 35 43
17 38 29
16 26 25
9 12 39
4 45 25
9 57 43
6 23 14
16 1 35
20 55 57
16 38 56
14 3 22
20 42 11
22 42 0
18 13 55
15 16 45
4 39 16
12 0 13
3 2 36
1 39 48
1 52 38
16 3 25
16 22 56
21 23 56
17 10 41
1 9 51
2 30 11
23 32 31
16 53 40
5 22 20
7 10 56
21 35 34
19 3 45
9 2 14
3 47 27
6 29 54
6 5 42
19 14 15
2 16 58
17 12 25
18 51 51
21 59 17
18 8 35
7 36 54
8 13 48
22 4 56
23 3 36
17 10 8
10 11 53
20 42 3
0 15 11
8 40 17
9 56 35
1 43 41
14 18 49
17 4 29
15 3 42
3 28 39
14 30 25
14 58 50
20 4 3
23 32 44
15 40 33
4 18 45
21 5 3
8 48 29
7 59 28
12 13 40
14 6 15
5 59 47
11 40 9
2 30 12
16 1 53
16 36 59
12 49 19
19 51 41
14 9 1
9 35 4
3 19 21
16 19 36
17 31 10
15 34 25
17 55 48
3 17 48
6 59 4
7 48 37
4 21 12
17 0 20
9 29 37
22 30 59
2 29 31
2 37 9
13 4 42
0 39 58
21 15 41
10 17 13
1 16 56
14 44 19
6 57 46
12 41 5
8 10 13
6 41 53
18 2 21
5 7 18
13 12 34
23 38 55
14 3 53
22 53 40
19 3 41
18 8 53
1 10 16
9 23 13
18 5 15
11 17 56
16 32 14
16 31 34
10 36 32
13 33 5
15 17 13
5 28 7
12 1 32
3 18 52
5 11 46
6 44 24
22 28 12
15 56 27
9 32 31
21 10 50
1 12 29
12 28 25
8 33 5
13 22 48
19 23 26
15 6 18
13 31 7
7 6 27
10 50 31
22 12 50
23 55 36
3 39 3
13 9 43
14 52 27
4 10 35
19 28 35
5 22 14
14 6 58
1 29 24
15 31 26
7 32 27
17 28 55
14 14 57
8 4 44
10 59 8
19 53 34
2 44 51
20 58 22
0 24 49
17 35 56
10 3 5
13 45 56
22 1 6
14 19 7
19 15 14
15 50 14
6 52 3
16 50 19
15 12 2
22 59 9
4 50 46
9 0 6
15 30 57
20 12 10
12 1 19
19 26 19
4 48 6
20 20 35
11 48 23
1 43 36
2 59 58
12 52 35
17 25 44
8 48 45
0 48 4
10 36 14
18 37 34
9 38 0
11 10 30
9 37 41
21 20 7
12 0 35
15 21 19
21 10 48
21 27 33
19 50 44
15 12 32
6 7 24
0 22 17
12 12 54
7 8 14
10 46 55
19 14 57
21 39 12
0 57 3
5 43 41
13 42 21
12 22 18
11 54 22
6 18 27
0 11 57
14 14 22
12 2 23
22 43 29
9 11 12
15 20 30
0 6 39
6 43 2
12 12 5
14 10 30
19 50 9
5 29 23
23 20 11
17 51 33
8 25 3
23 59 47
22 10 35
16 46 19
5 42 46
7 45 18
6 41 0
19 30 44
0 29 27
14 56 47
12 38 53
17 58 40
0 50 54
17 24 38
6 8 1
14 33 57
6 51 56
13 56 41
10 40 52
3 45 51
8 59 38
12 22 55
3 18 28
12 30 12
4 1 6
15 33 11
22 6 36
2 55 37
2 49 50
10 42 35
3 18 5
19 14 19
17 13 6
23 5 45
9 44 25
14 53 3
2 28 7
7 34 19
12 53 26
4 32 27
22 41 26
19 39 30
7 9 36
22 52 58
0 33 43
13 21 29
21 54 13
4 49 6
18 35 14
12 50 50
9 35 5
18 33 10
14 39 30
4 6 58
0 53 51
8 38 27
18 10 42
11 20 32
16 14 32
2 48 24
7 54 24
14 17 26
4 56 12
1 34 33
22 42 53
20 13 57
16 42 10
14 30 58
1 41 5
19 0 18
13 20 52
22 15 29
4 18 3
5 42 10
23 13 41
10 54 22
15 12 28
22 40 29
7 0 5
6 12 31
20 51 0
7 42 5
8 20 33
14 11 42
23 39 38
15 32 42
10 53 6
13 17 20
7 29 30
19 49 16
15 46 44
21 1 31
17 40 2
17 27 49
1 0 22
21 45 35
14 31 14
0 20 2
16 40 56
15 13 27
2 26 15
16 27 40
9 19 43
12 59 57
17 48 7
16 21 15
16 35 13
14 2 10
4 5 31
23 1 21
14 13 16
7 31 42
1 59 48
13 14 5
2 19 12
12 47 23
4 13 21
8 17 58
0 44 10
8 2 54
21 32 9
20 53 52
6 37 20
19 35 37
8 26 24
6 18 8
10 20 55
22 15 16
14 41 43
12 45 57
1 9 39
13 49 13
14 10 55
18 19 34
12 53 51
15 7 38
16 12 18
18 39 36
21 9 32
18 42 15
2 14 5
0 43 26
9 12 31
21 57 26
18 56 17
1 1 35
6 25 23
10 48 19
9 39 56
23 12 47
19 12 23
18 52 25
12 13 30
9 47 46
19 35 13
17 48 49
19 42 38
1 18 44
13 13 45
17 14 14
10 18 7
1 30 0
2 21 20
0 59 40
14 14 21
2 39 40
18 35 29
23 30 3
0 18 32
21 13 27
2 9 41
22 29 41
14 31 10
4 42 33
16 40 59
21 53 49
0 42 3
13 41 9
5 38 33
11 2 1
11 3 26
12 31 10
9 54 31
17 4 10
15 32 20
16 49 42
21 1 48
21 27 47
2 12 20
1 50 5
18 13 31
22 32 7
2 28 31
23 58 19
1 25 39
13 10 10
0 12 13
21 43 42
8 2 1
20 15 53
9 53 51
3 38 38
14 55 15
13 37 56
16 20 23
9 58 56
17 36 41
23 50 45
19 33 21
1 1 51
12 19 55
17 46 33
7 9 56
20 52 27
20 7 41
22 0 40
17 32 43
14 44 32
14 20 1
5 17 53
23 30 5
19 2 46
17 26 10
4 38 49
6 22 49
12 25 31
13 56 35
6 58 14
7 11 15
2 53 15
22 40 19
22 56 53
2 23 50
10 33 5
15 45 43
16 33 11
14 34 0
22 7 10
5 5 3
3 3 2
10 11 39
14 40 20
14 54 27
8 12 50
5 54 25
20 28 52
4 58 17
16 18 30
15 27 9
14 47 38
16 41 18
21 3 16
22 41 24
11 3 49
15 35 39
7 15 43
19 43 32
5 4 47
14 46 44
23 13 54
11 16 25
18 29 30
7 42 51
14 54 48
15 36 23
5 23 53
21 18 48
1 52 13
4 19 7
9 41 44
14 41 36
14 43 16
15 0 26
6 9 44
6 20 45
1 31 36
2 51 14
21 36 44
14 58 15
0 37 17
19 53 21
21 49 16
12 18 24
1 29 32
17 51 10
5 17 54
17 22 51
20 15 43
5 39 33
12 44 47
8 12 55
3 17 47
11 20 27
0 46 44
20 22 53
0 14 1
8 5 26
6 36 6
7 18 58
9 54 3
21 6 48
0 54 12
18 57 29
20 50 7
23 16 38
13 39 28
18 20 24
3 39 38
18 27 24
9 14 0
3 34 44
21 0 22
5 1 55
0 27 24
18 30 43
18 42 44
13 52 18
8 1 39
2 3 41
11 33 21
11 22 39
18 37 46
2 23 19
13 50 32
18 24 23
22 25 35
11 18 7
23 47 36
20 11 48
20 54 31
2 2 29
15 53 17
9 51 47
16 14 28
6 42 33
20 49 14
19 48 54
1 39 51
13 27 14
16 37 46
9 26 3
2 59 8
5 41 40
18 25 1
12 4 47
1 24 11
3 10 52
8 11 4
14 4 3
19 8 17
1 33 50
11 57 59
19 54 38
5 56 48
20 59 22
1 26 51
15 16 36
5 42 21
15 52 7
10 17 38
21 14 38
10 48 25
20 30 20
11 33 47
12 15 48
10 17 53
1 53 55
9 28 13
18 34 9
5 29 38
19 34 16
21 56 12
5 10 6
1 48 31
20 26 10
12 53 7
18 21 34
0 43 30
13 53 38
11 18 2
12 20 48
1 12 52
1 4 16
13 27 52
13 53 39
16 15 8
15 43 22
22 33 46
7 34 59
5 25 48
10 6 10
18 1 57
23 41 42
9 38 35
8 43 47
13 35 11
16 32 43
17 9 7
13 12 6
18 59 59
1 41 6
17 39 35
7 36 14
8 54 39
8 39 32
7 21 59
21 59 7
20 7 58
23 51 46
9 57 8
1 28 55
15 3 52
4 42 16
7 54 57
16 57 22
20 1 35
8 13 7
23 6 36
2 56 1
20 58 55
17 20 46
2 25 31
19 46 46
22 26 9
22 27 20
15 56 59
4 6 39
1 50 0
1 52 13
0 36 30
7 25 53
9 17 50
18 33 45
10 12 39
18 32 51
21 19 27
10 35 44
19 5 18
18 51 31
1 30 30
16 12 55
23 7 10
16 24 13
16 30 1
17 4 39
13 55 33
12 27 30
17 56 47
4 11 20
5 5 25
21 28 6
17 24 38
19 7 51
22 39 12
8 14 9
13 58 49
3 39 53
8 15 19
17 10 47
13 47 53
9 41 47
8 21 0
9 32 13
21 59 6
4 46 19
11 5 33
19 35 1
10 15 27
23 53 0
1 25 11
15 32 42
22 4 35
14 37 47
7 17 45
9 44 39
9 13 7
4 12 42
22 9 7
11 8 42
2 8 2
13 11 10
14 28 35
9 32 3
12 2 49
21 32 50
11 11 46
0 25 41
17 37 54
15 24 51
21 17 42
17 28 42
11 29 8
1 20 31
8 32 32
16 19 15
6 31 38
23 31 36
20 23 52
17 39 29
8 51 7
11 9 33
8 57 36
6 21 0
4 54 5
9 56 6
18 56 46
4 24 52
11 28 20
23 4 53
3 35 13
4 0 49
8 18 22
8 50 39
22 15 40
20 13 7
9 57 24
15 46 20
16 0 37
4 52 36
23 25 26
16 43 18
17 20 50
4 48 1
14 20 45
10 23 36
10 41 48
11 56 29
6 41 11
12 46 11
21 19 35
13 0 28
1 34 41
6 54 49
17 23 0
17 26 49
4 13 27
17 54 55
4 21 13
19 7 57
22 53 23
4 8 7
2 56 47
8 31 33
11 10 1
21 58 6
4 49 21
22 54 43
2 5 41
18 1 9
12 3 5
11 21 5
1 32 37
13 53 5
20 49 34
10 27 14
5 26 43
16 46 48
4 32 13
9 1 52
9 55 47
19 25 15
23 30 7
12 46 21
13 21 11
4 5 57
22 41 29
20 13 45
1 57 29
8 24 57
9 4 17
17 58 7
8 28 5
13 14 18
19 48 19
16 37 22
22 19 14
0 18 48
2 18 34
12 5 23
10 18 4
16 46 18
12 32 0
14 54 45
15 40 38
17 58 8
17 57 55
12 11 54
21 19 19
3 19 33
17 32 47
9 10 56
18 6 56
17 9 21
7 14 0
0 24 42
17 55 26
20 8 2
16 1 58
0 34 2
14 2 14
6 20 45
9 36 31
21 28 25
15 56 46
21 25 47
21 39 42
17 17 31
0 19 17
8 9 37
20 54 47
7 2 49
2 15 47
22 58 22
6 5 42
3 56 29
16 43 55
1 13 23
0 8 12
21 15 0
14 25 33
7 2 14
10 36 58
16 34 5
14 22 29
14 37 53
7 13 30
22 48 55
22 44 42
4 2 14
4 42 11
1 7 6
12 37 44
20 55 46
19 58 41
8 48 9
10 23 55
22 19 49
18 22 7
4 38 43
16 26 30
8 3 55
2 25 28
3 35 24
2 37 25
18 2 16
21 1 28
12 33 1
19 23 16
0 54 8
4 15 43
11 26 41
8 12 19
17 22 27
19 56 2
1 58 7
20 38 10
9 59 24
23 1 6
9 45 38
14 8 6
15 1 19
10 3 33
2 54 38
7 56 16
3 40 56
4 20 17
3 52 6
5 30 35
8 16 22
6 9 29
16 20 54
9 58 55
15 10 18
12 29 2
21 48 54
13 9 40
6 57 47
4 8 51
16 47 37
23 50 11
8 5 0
18 6 8
11 18 44
15 34 41
0 58 20
9 27 37
3 20 58
14 2 6
4 7 24
1 27 26
1 7 31
20 19 21
0 15 16
14 26 59
8 41 58
10 30 15
1 19 5
14 36 53
0 52 2
3 25 59
11 49 40
12 13 30
12 30 1
14 34 0
11 40 32
6 25 3
9 9 46
15 57 34
16 9 49
7 17 56
12 50 32
3 50 26
1 27 4
19 46 26
21 55 18
7 45 43
22 10 40
14 4 51
15 58 17
10 41 49
18 24 3
14 26 50
20 37 54
4 10 31
23 48 59
0 53 7
22 2 20
2 26 50
19 46 26
7 50 0
11 42 23
17 18 16
22 31 18
7 9 57
18 50 51
15 20 36
11 2 16
22 15 44
2 1 6
4 20 59
15 43 25
3 49 42
1 14 44
8 52 46
11 50 29
4 30 10
7 31 25
21 57 8
23 46 11
9 6 9
14 47 26
17 14 35
4 47 3
11 23 0
17 17 15
20 38 26
8 26 38
17 36 8
11 32 22
7 20 6
2 30 24
2 40 12
14 45 27
14 36 55
1 13 9
11 44 23
20 47 51
11 55 37
20 22 27
15 38 42
12 56 13
11 7 39
23 57 33
9 59 49
13 6 59
13 53 43
12 44 37
13 24 16
22 54 52
10 34 0
7 22 6
5 50 29
14 12 46
9 5 6
3 43 34
12 7 30
19 3 59
4 13 11
7 1 34
22 54 20
20 58 57
6 8 1
11 34 45
6 8 32
20 54 27
11 12 46
2 31 49
2 30 8
12 30 13
19 28 51
2 47 33
4 30 28
23 35 35
22 6 59
4 14 2
19 28 1
16 2 2
14 39 20
1 27 20
10 32 37
22 0 28
11 19 49
21 7 4
14 36 50
18 7 44
16 38 0
0 4 49
6 22 43
16 23 11
8 43 32
2 28 28
1 2 23
15 30 25
23 36 46
8 17 48
9 47 56
7 32 2
17 4 3
23 37 8
15 41 17
20 3 40
15 41 41
19 13 2
12 41 59
18 56 5
9 29 28
8 49 41
1 43 16
1 32 27
19 44 41
1 25 11
22 48 14
12 25 52
13 48 6
8 31 16
18 17 15
23 14 52
5 37 18
6 33 21
3 58 0
14 17 46
0 56 56
15 17 27
7 19 16
7 56 3
13 46 56
7 34 12
16 59 47
12 39 32
12 25 4
2 28 18
21 43 35
16 28 13
21 10 24
6 36 44
15 32 21
15 58 27
13 27 50
7 21 27
16 25 45
16 57 32
1 21 7
17 14 14
12 25 25
0 39 34
12 53 0
0 29 26
7 6 19
0 30 3
23 20 58
22 33 2
5 55 0
8 44 16
11 22 13
18 57 6
18 31 20
5 11 37
22 22 10
10 12 23
23 31 39
19 5 23
16 53 41
1 59 8
18 13 47
6 22 44
12 55 28
0 34 22
12 6 52
17 59 37
4 29 29
3 0 54
11 21 39
18 50 10
15 8 52
17 9 29
21 6 11
16 25 21
16 23 37
8 29 56
10 23 50
4 43 39
7 14 6
10 38 44
3 25 37
4 12 15
21 34 8
23 7 16
14 32 50
3 46 4
5 50 54
4 12 58
18 35 12
22 45 29
2 11 17
11 19 33
3 8 41
12 54 2
4 19 8
22 12 38
14 48 43
22 57 1
20 17 13
7 51 18
11 28 54
11 22 25
20 47 4
3 46 4
15 24 58
16 13 14
16 9 58
11 16 17
17 27 49
0 20 13
16 47 2
7 5 24
10 42 42
0 36 7
14 54 5
13 2 41
14 55 37
2 25 23
1 10 54
14 22 44
22 42 2
14 9 4
14 46 37
7 12 36
20 55 36
2 3 9
9 35 37
17 43 3
11 26 25
11 21 38
13 33 45
21 51 30
16 53 41
4 33 49
14 29 14
3 30 35
23 55 46
17 8 37
8 6 0
4 44 37
18 5 38
13 58 14
4 24 28
22 35 48
11 7 1
5 54 40
18 50 40
21 7 43
0 52 21
17 21 51
14 27 8
7 0 40
11 45 49
18 13 56
7 11 33
17 23 9
5 58 51
20 17 6
12 42 52
11 52 20
3 25 56
8 15 33
2 38 4
0 31 16
14 38 16
10 11 37
9 38 19
0 57 48
12 34 18
3 38 15
5 50 4
11 53 12
11 28 53
5 8 21
23 25 2
16 28 47
7 33 56
10 24 28
12 52 5
17 21 13
9 24 23
15 51 18
9 37 29
23 50 41
17 22 9
6 34 56
19 45 36
15 31 27
10 26 44
20 0 56
23 15 34
4 32 16
8 50 31
4 17 2
21 49 21
3 14 0
9 36 0
4 31 28
3 28 1
4 51 27
13 49 3
4 27 18
4 50 14
16 12 22
20 21 13
6 55 55
8 35 24
2 4 35
17 21 48
9 47 59
18 19 51
16 43 12
10 40 47
12 36 3
21 59 10
2 16 32
6 27 52
2 48 23
2 52 48
7 0 23
4 30 40
23 30 43
4 50 53
8 31 21
7 18 50
13 50 57
18 30 32
1 13 17
18 40 42
3 1 41
5 41 42
19 28 4
8 5 30
10 19 26
22 39 8
20 33 57
23 43 3
8 43 45
14 2 52
8 3 48
12 36 37
12 59 50
9 45 48
3 29 7
15 13 18
8 11 44
8 0 35
17 54 11
9 15 39
3 26 3
12 10 40
15 16 40
9 48 21
12 14 3
15 51 29
6 4 36
13 41 13
20 54 0
9 35 56
7 20 4
0 20 36
4 12 24
17 52 8
19 8 31
10 35 2
12 43 0
15 20 56
13 2 18
2 53 47
7 18 57
21 51 28
9 5 32
7 14 49
17 31 14
0 53 6
7 56 20
1 1 6
20 35 5
2 18 11
0 37 10
5 50 26
20 59 26
20 38 45
19 44 4
21 43 54
21 41 5
18 33 23
10 46 18
8 8 21
1 19 56
20 35 53
19 30 20
1 7 6
16 39 57
16 39 32
9 21 37
3 58 32
19 2 50
13 35 34
21 12 19
8 46 1
20 7 13
6 17 0
0 42 34
5 24 49
15 22 51
17 27 56
3 42 18
22 0 59
7 4 52
12 50 28
15 17 56
15 22 11
19 57 44
5 28 0
18 48 50
19 23 24
23 55 0
9 41 51
5 10 19
11 3 33
21 12 6
4 40 27
3 17 11
6 37 19
9 55 54
23 27 51
6 38 13
17 31 46
15 23 16
3 13 28
12 55 18
19 46 25
5 16 12
8 3 12
7 51 28
13 48 45
14 25 52
18 24 34
19 54 1
13 51 38
4 16 54
23 53 37
16 50 22
13 24 11
20 54 24
21 11 52
13 24 36
14 38 20
2 0 21
0 13 29
4 53 34
20 24 33
18 44 16
1 39 36
16 45 3
4 19 28
10 44 51
2 45 32
23 26 55
7 11 46
17 57 58
0 39 37
1 9 37
21 12 41
1 17 5
13 10 4
16 29 0
2 7 9
21 22 19
3 43 26
19 25 17
14 36 37
15 44 44
2 8 51
16 15 45
11 50 28
16 23 13
15 46 0
9 52 45
22 3 36
1 55 19
12 2 30
15 19 53
17 27 39
9 53 29
12 45 5
13 55 43
13 49 41
13 9 36
9 2 32
9 37 12
12 57 22
10 5 15
12 56 46
4 46 12
20 56 16
13 24 40
16 16 50
0 49 23
7 51 10
18 24 57
23 26 8
2 20 26
9 12 4
16 8 29
10 23 51
0 44 47
7 51 46
4 4 42
20 22 43
19 59 24
17 47 37
5 57 43
23 38 11
11 16 4
22 45 1
14 58 8
4 24 18
8 50 36
19 11 47
3 40 59
2 13 4
20 8 18
11 45 50
14 57 56
0 11 57
11 1 46
22 28 12
16 53 16
20 8 26
10 41 59
15 33 15
19 18 52
7 49 33
8 28 5
7 41 11
9 31 11
20 7 59
17 4 53
15 35 51
2 27 8
21 20 54
15 7 37
5 23 31
15 12 20
19 6 0
19 17 35
14 37 12
3 58 53
8 24 4
22 28 52
18 50 6
10 56 42
21 22 35
23 54 15
18 25 30
4 23 31
18 58 46
7 58 3
3 50 59
19 36 30
7 51 53
0 15 25
6 15 19
14 1 8
10 30 27
22 48 33
16 49 54
15 40 56
15 52 52
14 45 17
16 59 7
13 46 3
11 2 24
4 35 40
1 11 2
1 7 33
12 51 21
18 46 57
15 34 38
14 10 49
7 23 46
23 46 33
8 1 21
8 10 19
21 24 27
2 14 17
7 51 33
17 23 54
6 26 13
4 14 39
10 0 44
14 30 17
19 32 32
23 41 23
23 41 59
22 30 14
2 16 50
2 7 50
7 36 35
10 54 4
1 57 7
12 52 26
2 37 6
22 20 55
13 21 29
2 37 46
14 22 23
15 34 6
19 36 58
4 20 36
17 30 43
18 20 29
14 15 17
11 49 19
18 15 19
3 5 11
23 19 42
17 55 0
9 6 18
15 50 39
17 26 17
5 35 46
19 3 28
10 29 24
5 51 45
14 47 11
7 3 14
23 3 18
7 0 28
0 36 57
3 44 53
13 5 29
17 41 16
14 14 26
18 51 56
0 52 56
6 8 55
3 1 21
11 4 21
13 49 24
6 30 0
19 25 21
15 27 38
15 19 56
9 58 52
18 19 55
1 28 20
23 57 45
9 35 20
20 6 22
23 20 26
6 51 9
23 25 18
1 37 47
5 53 25
23 42 51
21 40 25
15 56 11
1 7 36
18 56 35
5 56 39
11 53 58
7 37 32
22 41 20
11 26 47
15 26 33
1 41 55
16 10 33
9 43 32
11 38 29
20 20 47
3 1 47
21 3 3
12 37 49
5 36 24
2 37 10
22 21 36
22 15 58
13 31 5
7 28 23
5 49 24
2 31 20
9 39 6
20 10 57
20 6 57
23 29 10
4 16 7
13 43 57
6 18 25
2 54 3
12 53 6
19 59 32
23 3 13
0 41 33
18 48 22
10 30 26
15 12 58
23 47 49
6 57 20
4 50 30
14 47 33
8 22 9
8 36 31
3 32 51
12 55 0
3 12 59
20 21 28
13 5 56
3 20 54
3 9 28
3 23 23
15 30 15
16 26 59
7 32 43
6 4 8
12 42 10
17 58 51
21 57 34
18 49 49
18 7 43
22 30 19
14 1 17
14 44 17
20 16 48
0 7 44
0 19 28
3 29 31
22 36 30
19 21 6
10 35 48
3 29 15
15 40 15
13 40 36
10 3 5
21 36 5
11 0 11
0 58 23
21 43 36
19 51 16
22 29 36
7 50 20
0 50 11
2 29 50
12 45 22
6 27 20
6 32 50
2 30 11
21 43 5
11 29 44
16 31 10
16 23 56
21 55 3
22 3 47
7 11 38
3 26 15
7 43 8
7 34 1
17 47 25
19 14 50
8 42 6
0 52 27
0 46 33
13 9 7
21 52 49
6 43 45
11 33 16
21 55 34
9 21 39
10 9 49
16 58 18
9 27 8
19 37 52
16 53 5
10 55 37
12 36 1
16 30 35
16 56 27
20 9 24
13 47 13
15 8 6
10 48 0
17 3 23
5 9 56
23 55 39
4 25 14
23 55 56
8 31 32
17 53 36
1 26 7
10 30 35
10 15 6
9 59 43
16 32 42
18 34 52
4 3 57
4 38 25
15 11 33
16 45 39
3 15 33
13 33 44
17 23 59
15 54 15
8 12 43
15 3 40
18 48 44
9 33 47
18 46 13
13 35 49
16 55 0
9 51 50
15 49 38
6 5 37
0 29 47
6 29 34
8 32 26
15 22 47
16 17 53
10 25 15
13 37 3
1 34 43
22 44 48
15 14 48
22 8 9
17 8 26
22 42 41
5 35 29
22 32 43
15 50 6
7 22 5
23 46 0
15 31 30
18 55 55
14 9 32
8 2 4
20 47 30
14 35 54
0 42 10
14 38 50
13 51 44
9 58 9
4 37 32
20 57 0
18 56 47
14 3 9
6 2 36
5 15 0
14 25 7
14 32 35
4 9 31
8 2 3
13 17 40
19 54 30
11 15 25
10 25 37
10 5 22
7 7 33
22 27 0
12 49 51
21 29 8
2 46 13
21 12 55
8 40 0
2 21 35
4 56 58
5 19 54
16 6 30
12 16 5
22 22 20
12 48 49
1 21 29
19 38 29
21 52 55
8 42 7
20 30 34
13 24 46
12 44 15
17 8 13
22 14 5
21 31 29
13 55 3
12 41 31
15 34 26
3 55 6
20 46 49
21 56 49
6 4 16
7 16 54
0 8 2
22 6 43
9 33 29
3 33 23
11 24 30
18 51 16
13 37 54
12 3 33
13 50 8
16 43 16
13 54 39
12 31 56
1 46 14
11 49 39
15 29 43
18 50 40
23 6 26
8 55 44
19 56 41
7 43 46
17 48 17
8 47 25
13 18 21
15 20 43
17 13 22
1 1 48
2 35 38
6 44 10
18 15 13
3 45 7
0 29 2
5 42 59
12 33 30
23 54 31
9 17 17
14 1 8
8 0 34
11 17 11
17 44 36
13 45 8
16 27 7
0 33 7
9 50 27
21 35 31
5 24 0
9 51 3
12 31 29
11 40 38
12 17 36
7 52 26
17 47 12
2 14 43
23 50 25
6 45 3
9 25 17
23 22 51
9 37 17
4 22 2
14 15 47
5 12 21
20 37 55
1 51 5
1 11 54
16 35 59
1 50 58
2 5 59
1 7 21
19 19 13
5 6 1
11 49 59
18 42 21
1 20 38
19 8 53
